dataset,view,view_role,feature,feature_class,single_feature_macro_f1,action,notes
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,bwd_num_rst_flags,legitimate_metadata_retained,0.7223767551095004,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,fwd_num_urg_flags,legitimate_metadata_retained,0.3333333333333333,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,packet_count,legitimate_metadata_retained,0.9682049115629621,retain_in_audited_metadata_main; conservative_only_removed,"single-feature Macro F1 > 0.90; legitimate encrypted-flow metadata, not leakage"
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,byte_sum,legitimate_metadata_retained,0.9937775368685879,retain_in_audited_metadata_main; conservative_only_removed,"single-feature Macro F1 > 0.90; legitimate encrypted-flow metadata, not leakage"
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,byte_mean,legitimate_metadata_retained,0.9940553454927485,retain_in_audited_metadata_main; conservative_only_removed,"single-feature Macro F1 > 0.90; legitimate encrypted-flow metadata, not leakage"
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,byte_std,legitimate_metadata_retained,0.9590984690445666,retain_in_audited_metadata_main; conservative_only_removed,"single-feature Macro F1 > 0.90; legitimate encrypted-flow metadata, not leakage"
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,iat_mean,legitimate_metadata_retained,0.9659250889484419,retain_in_audited_metadata_main; conservative_only_removed,"single-feature Macro F1 > 0.90; legitimate encrypted-flow metadata, not leakage"
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,iat_std,legitimate_metadata_retained,0.9635280849992311,retain_in_audited_metadata_main; conservative_only_removed,"single-feature Macro F1 > 0.90; legitimate encrypted-flow metadata, not leakage"
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,byte_min,legitimate_metadata_retained,0.8930827434720818,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,iat_min,legitimate_metadata_retained,0.9200249415252002,retain_in_audited_metadata_main; conservative_only_removed,"single-feature Macro F1 > 0.90; legitimate encrypted-flow metadata, not leakage"
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,byte_max,legitimate_metadata_retained,0.9902220569629134,retain_in_audited_metadata_main; conservative_only_removed,"single-feature Macro F1 > 0.90; legitimate encrypted-flow metadata, not leakage"
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,iat_max,legitimate_metadata_retained,0.9672616914461107,retain_in_audited_metadata_main; conservative_only_removed,"single-feature Macro F1 > 0.90; legitimate encrypted-flow metadata, not leakage"
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,duration,legitimate_metadata_retained,0.9672616914461107,retain_in_audited_metadata_main; conservative_only_removed,"single-feature Macro F1 > 0.90; legitimate encrypted-flow metadata, not leakage"
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,packets_per_second,legitimate_metadata_retained,0.9684275808748022,retain_in_audited_metadata_main; conservative_only_removed,"single-feature Macro F1 > 0.90; legitimate encrypted-flow metadata, not leakage"
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,bytes_per_second,legitimate_metadata_retained,0.9696483653804142,retain_in_audited_metadata_main; conservative_only_removed,"single-feature Macro F1 > 0.90; legitimate encrypted-flow metadata, not leakage"
MQTT-IoT-IDS2020,strict_audited_metadata_main,strict,burstiness,legitimate_metadata_retained,0.9590984690445666,retain_in_audited_metadata_main; conservative_only_removed,"single-feature Macro F1 > 0.90; legitimate encrypted-flow metadata, not leakage"
IoT-23,full_audited_metadata_main,full,duration,legitimate_metadata_retained,0.5428394207262848,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,orig_bytes,legitimate_metadata_retained,0.5479161887590769,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,resp_bytes,legitimate_metadata_retained,0.5325086555593532,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,orig_pkts,legitimate_metadata_retained,0.6767813522580355,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,resp_pkts,legitimate_metadata_retained,0.3575074085804919,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,orig_ip_bytes,legitimate_metadata_retained,0.8972895248897361,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
IoT-23,full_audited_metadata_main,full,resp_ip_bytes,legitimate_metadata_retained,0.35843409405216287,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,missed_bytes,legitimate_metadata_retained,0.2,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,proto,suspicious_protocol_metadata_retained,0.9468926904382838,retain_with_protocol_metadata_note,single-feature Macro F1 > 0.80; discriminative metadata
IoT-23,full_audited_metadata_main,full,service,suspicious_protocol_metadata_retained,0.361933631383784,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,conn_state,suspicious_protocol_metadata_retained,0.4904943800393404,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,history_len,suspicious_protocol_metadata_retained,0.3557167392098898,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,history_count_D,suspicious_protocol_metadata_retained,0.7974723184376559,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,history_count_d,suspicious_protocol_metadata_retained,0.3413121590358278,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,history_count_S,suspicious_protocol_metadata_retained,0.7667254639897463,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,history_count_h,suspicious_protocol_metadata_retained,0.35507396263351443,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,history_count_H,suspicious_protocol_metadata_retained,0.2,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,history_count_A,suspicious_protocol_metadata_retained,0.35461672581460785,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,history_count_F,suspicious_protocol_metadata_retained,0.3246067235924556,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,history_count_R,suspicious_protocol_metadata_retained,0.20675586973464186,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,history_count_r,suspicious_protocol_metadata_retained,0.438422804897881,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,history_count_caret,suspicious_protocol_metadata_retained,0.2,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,history_count_I,suspicious_protocol_metadata_retained,0.2,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,history_count_Q,suspicious_protocol_metadata_retained,0.2,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,total_bytes,legitimate_metadata_retained,0.3284545578251194,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,total_pkts,legitimate_metadata_retained,0.6788280454169717,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,bytes_per_second,legitimate_metadata_retained,0.3293566103256449,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,packets_per_second,legitimate_metadata_retained,0.539349015821098,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,packet_count,legitimate_metadata_retained,0.6788280454169717,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,byte_sum,legitimate_metadata_retained,0.3284545578251194,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,full_audited_metadata_main,full,byte_mean,legitimate_metadata_retained,0.479574146514936,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,duration,legitimate_metadata_retained,0.5428394207262848,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,orig_bytes,legitimate_metadata_retained,0.5479161887590769,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,resp_bytes,legitimate_metadata_retained,0.5325086555593532,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,orig_pkts,legitimate_metadata_retained,0.6767813522580355,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,resp_pkts,legitimate_metadata_retained,0.3575074085804919,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,orig_ip_bytes,legitimate_metadata_retained,0.8972895248897361,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
IoT-23,strict_audited_metadata_main,strict,resp_ip_bytes,legitimate_metadata_retained,0.35843409405216287,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,missed_bytes,legitimate_metadata_retained,0.2,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,proto,suspicious_protocol_metadata_retained,0.9468926904382838,retain_with_protocol_metadata_note,single-feature Macro F1 > 0.80; discriminative metadata
IoT-23,strict_audited_metadata_main,strict,service,suspicious_protocol_metadata_retained,0.361933631383784,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,conn_state,suspicious_protocol_metadata_retained,0.4904943800393404,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,history_len,suspicious_protocol_metadata_retained,0.3557167392098898,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,history_count_D,suspicious_protocol_metadata_retained,0.7974723184376559,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,history_count_d,suspicious_protocol_metadata_retained,0.3413121590358278,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,history_count_S,suspicious_protocol_metadata_retained,0.7667254639897463,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,history_count_h,suspicious_protocol_metadata_retained,0.35507396263351443,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,history_count_H,suspicious_protocol_metadata_retained,0.2,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,history_count_A,suspicious_protocol_metadata_retained,0.35461672581460785,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,history_count_F,suspicious_protocol_metadata_retained,0.3246067235924556,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,history_count_R,suspicious_protocol_metadata_retained,0.20675586973464186,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,history_count_r,suspicious_protocol_metadata_retained,0.438422804897881,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,history_count_caret,suspicious_protocol_metadata_retained,0.2,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,history_count_I,suspicious_protocol_metadata_retained,0.2,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,history_count_Q,suspicious_protocol_metadata_retained,0.2,retain_with_protocol_metadata_note,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,total_bytes,legitimate_metadata_retained,0.3284545578251194,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,total_pkts,legitimate_metadata_retained,0.6788280454169717,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,bytes_per_second,legitimate_metadata_retained,0.3293566103256449,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,packets_per_second,legitimate_metadata_retained,0.539349015821098,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,packet_count,legitimate_metadata_retained,0.6788280454169717,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,byte_sum,legitimate_metadata_retained,0.3284545578251194,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
IoT-23,strict_audited_metadata_main,strict,byte_mean,legitimate_metadata_retained,0.479574146514936,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,packet_count,legitimate_metadata_retained,0.8873244731114778,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,byte_sum,legitimate_metadata_retained,0.8866551204402777,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,byte_mean,legitimate_metadata_retained,0.8799245845922757,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,byte_std,legitimate_metadata_retained,0.8873036321701187,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,byte_min,legitimate_metadata_retained,0.844214932316332,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,byte_max,legitimate_metadata_retained,0.8402204434013663,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,duration,legitimate_metadata_retained,0.8873244731114778,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,packets_per_second,legitimate_metadata_retained,0.886612395085125,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,bytes_per_second,legitimate_metadata_retained,0.8872823937497973,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,iat_mean,legitimate_metadata_retained,0.8873244731114778,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,iat_std,legitimate_metadata_retained,0.875533119390959,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,iat_min,legitimate_metadata_retained,0.8622560820974594,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,iat_max,legitimate_metadata_retained,0.8873244731114778,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,burstiness,legitimate_metadata_retained,0.8873036321701187,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,full_audited_metadata_main,full,mixed_label_ratio,retained_metadata,0.5173463177115033,retain,no leakage indication under revised taxonomy
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,packet_count,legitimate_metadata_retained,0.8873244731114778,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,byte_sum,legitimate_metadata_retained,0.8866551204402777,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,byte_mean,legitimate_metadata_retained,0.8799245845922757,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,byte_std,legitimate_metadata_retained,0.8873036321701187,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,byte_min,legitimate_metadata_retained,0.844214932316332,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,byte_max,legitimate_metadata_retained,0.8402204434013663,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,duration,legitimate_metadata_retained,0.8873244731114778,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,packets_per_second,legitimate_metadata_retained,0.886612395085125,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,bytes_per_second,legitimate_metadata_retained,0.8872823937497973,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,iat_mean,legitimate_metadata_retained,0.8873244731114778,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,iat_std,legitimate_metadata_retained,0.875533119390959,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,iat_min,legitimate_metadata_retained,0.8622560820974594,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,iat_max,legitimate_metadata_retained,0.8873244731114778,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,burstiness,legitimate_metadata_retained,0.8873036321701187,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,broker_audited_metadata_main,broker,mixed_label_ratio,retained_metadata,0.5173463177115033,retain,no leakage indication under revised taxonomy
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,packet_count,legitimate_metadata_retained,0.8873244731114778,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,byte_sum,legitimate_metadata_retained,0.8866551204402777,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,byte_mean,legitimate_metadata_retained,0.8799245845922757,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,byte_std,legitimate_metadata_retained,0.8873036321701187,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,byte_min,legitimate_metadata_retained,0.844214932316332,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,byte_max,legitimate_metadata_retained,0.8402204434013663,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,duration,legitimate_metadata_retained,0.8873244731114778,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,packets_per_second,legitimate_metadata_retained,0.886612395085125,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,bytes_per_second,legitimate_metadata_retained,0.8872823937497973,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,iat_mean,legitimate_metadata_retained,0.8873244731114778,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,iat_std,legitimate_metadata_retained,0.875533119390959,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,iat_min,legitimate_metadata_retained,0.8622560820974594,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,iat_max,legitimate_metadata_retained,0.8873244731114778,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_10s,strict_audited_metadata_main,strict,burstiness,legitimate_metadata_retained,0.8873036321701187,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,packet_count,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,byte_sum,legitimate_metadata_retained,0.8834244429714685,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,byte_mean,legitimate_metadata_retained,0.8680292882232254,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,byte_std,legitimate_metadata_retained,0.7653024444792234,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,byte_min,legitimate_metadata_retained,0.8614735189599245,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,byte_max,legitimate_metadata_retained,0.86123847483193,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,duration,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,packets_per_second,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,bytes_per_second,legitimate_metadata_retained,0.8836833171242542,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,iat_mean,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,iat_std,legitimate_metadata_retained,0.6406741392905769,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,iat_min,legitimate_metadata_retained,0.7859092391558269,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,iat_max,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,burstiness,legitimate_metadata_retained,0.7653024444792234,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,full_audited_metadata_main,full,mixed_label_ratio,retained_metadata,0.17281298484306004,retain,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,packet_count,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,byte_sum,legitimate_metadata_retained,0.8834244429714685,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,byte_mean,legitimate_metadata_retained,0.8680292882232254,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,byte_std,legitimate_metadata_retained,0.7653024444792234,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,byte_min,legitimate_metadata_retained,0.8614735189599245,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,byte_max,legitimate_metadata_retained,0.86123847483193,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,duration,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,packets_per_second,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,bytes_per_second,legitimate_metadata_retained,0.8836833171242542,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,iat_mean,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,iat_std,legitimate_metadata_retained,0.6406741392905769,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,iat_min,legitimate_metadata_retained,0.7859092391558269,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,iat_max,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,burstiness,legitimate_metadata_retained,0.7653024444792234,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,broker_audited_metadata_main,broker,mixed_label_ratio,retained_metadata,0.17281298484306004,retain,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,packet_count,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,byte_sum,legitimate_metadata_retained,0.8834244429714685,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,byte_mean,legitimate_metadata_retained,0.8680292882232254,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,byte_std,legitimate_metadata_retained,0.7653024444792234,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,byte_min,legitimate_metadata_retained,0.8614735189599245,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,byte_max,legitimate_metadata_retained,0.86123847483193,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
