dataset,policy,view_role,view,task,model,split_type,n_train,n_val,n_test,n_features,seed,status,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,roc_auc,pr_auc,training_time_seconds,inference_time_per_sample_seconds,feature_family
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Random Forest,random_stratified,181565.0,38907.0,38907.0,27,42,ok,0.9992032282108618,0.9990709358871372,0.9989248980808445,0.9989978855483693,0.9992031699146255,0.9999798030850638,0.9998988447085136,2.592776599994977,1.3835865011172116e-06,all_without_byte_stats
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Extra Trees,random_stratified,181565.0,38907.0,38907.0,27,42,ok,0.9990747166319686,0.9988073169932671,0.9988656780545965,0.9988364924980593,0.9990747436952043,0.9999792614435478,0.9998972716245345,1.0102341000019806,1.5663376772091116e-06,all_without_byte_stats
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,HistGradientBoostingClassifier,random_stratified,181565.0,38907.0,38907.0,27,42,ok,0.9987148842110675,0.998065424079177,0.9987057127063617,0.998384961573783,0.9987152969661439,0.9999919235600934,0.9999783119883193,3.8355090000113705,1.7095124271950378e-06,all_without_byte_stats
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Isolation Forest,random_stratified,181565.0,38907.0,38907.0,27,42,ok,0.9082170303544349,0.8744462414738767,0.9368121173514528,0.8944846118625338,0.9117107939932622,0.9548552064293845,0.8398005360391765,0.5749931000027573,4.271749299602134e-05,all_without_byte_stats
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Logistic Regression,random_stratified,181565.0,38907.0,38907.0,30,42,ok,0.9953735831598427,0.9938406726153582,0.9945331656570702,0.9941862011523297,0.9953752038825965,0.9995939217188445,0.9993679524481669,2.4668699000030756,5.790243401467957e-07,all_without_iat
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Random Forest,random_stratified,181565.0,38907.0,38907.0,30,42,ok,0.9992546328424191,0.9991064137560952,0.9990187947944595,0.9990625929592325,0.9992546001269363,0.9995686124390465,0.9991685834577451,2.2186551000049803,1.5032025086011376e-06,all_without_iat
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Extra Trees,random_stratified,181565.0,38907.0,38907.0,30,42,ok,0.9992032282108618,0.9990417593185844,0.9989541517071427,0.9989979441978003,0.999203193239139,0.999551218435882,0.999074964995344,0.988978399996995,1.516567712842421e-06,all_without_iat
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,HistGradientBoostingClassifier,random_stratified,181565.0,38907.0,38907.0,30,42,ok,0.9988690981057393,0.998403689558951,0.9987533738368206,0.998578350969638,0.9988692963987562,0.999991679322968,0.99997832340945,3.461841500000446,1.5449970442437677e-06,all_without_iat
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Isolation Forest,random_stratified,181565.0,38907.0,38907.0,30,42,ok,0.8391806101729766,0.8149583012953214,0.8892840712035956,0.8242216420668851,0.8474271532073214,0.9561649371521387,0.8271843456068034,0.5254540000023553,4.4879497262774145e-05,all_without_iat
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Logistic Regression,random_stratified,181565.0,38907.0,38907.0,39,42,ok,0.995502094738736,0.9940730017684862,0.9946216393096163,0.9943468702807687,0.9955033427069361,0.9995978992948857,0.999377033539939,2.6222987999935867,7.951962372213328e-07,all_without_rate
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Random Forest,random_stratified,181565.0,38907.0,38907.0,39,42,ok,0.9992546328424191,0.9991355978958081,0.9989895411681613,0.9990625380936359,0.9992545783072304,0.9998679474660895,0.9996682925782713,2.736273800008348,2.5313028507101005e-06,all_without_rate
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Extra Trees,random_stratified,181565.0,38907.0,38907.0,39,42,ok,0.9991775258950831,0.9990240159786958,0.9989072033503352,0.9989655895481553,0.9991774777578173,0.9998389729679347,0.9996958215347604,1.2330102999985684,1.7454673963615352e-06,all_without_rate
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,HistGradientBoostingClassifier,random_stratified,181565.0,38907.0,38907.0,39,42,ok,0.9990233120004113,0.9986555021873712,0.9988887958461745,0.998772068647255,0.9990234262084244,0.9999948593900286,0.9999865018098002,4.365310199995292,1.7859896677839553e-06,all_without_rate
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Isolation Forest,random_stratified,181565.0,38907.0,38907.0,39,42,ok,0.9026396278304675,0.8688183958997091,0.9329723608309446,0.8885841830686869,0.9064924409687282,0.9560841445079628,0.8258152206771304,0.6777822000003653,4.8364597630271415e-05,all_without_rate
