dataset,task,view,model,split_type,status,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,roc_auc,pr_auc,training_time_seconds,inference_time_per_sample_seconds,n_train,n_val,n_test,n_features,seed,random_stratified_macro_f1,macro_f1_delta_vs_random
MQTTEEB-D,binary,broker_side_safe,Random Forest,random_stratified,ok,0.8319055891691128,0.6191736816189249,0.7570569948176293,0.6440473943272591,0.8618340160211341,0.7974839386708036,0.9686147757180713,2.9645007999934023,3.929976637123345e-06,155796,33385,33386,9,42,0.6440473943272591,0.0
MQTTEEB-D,binary,broker_side_safe,Extra Trees,random_stratified,ok,0.8207032888036901,0.6124214064202248,0.7537531495997667,0.6339084672633247,0.8541490237909998,0.7967905316650824,0.9686104369400546,2.00289660000999,3.7151919967584284e-06,155796,33385,33386,9,42,0.6339084672633247,0.0
MQTTEEB-D,binary,broker_side_safe,HistGradientBoostingClassifier,random_stratified,ok,0.8428083627867968,0.6269591647414142,0.7614132127734887,0.6548900604204315,0.8693683371673652,0.8153046524200859,0.9749894952773849,2.5140398999938043,2.5961061523555144e-06,155796,33385,33386,9,42,0.6548900604204315,0.0
MQTTEEB-D,binary,broker_side_safe,Logistic Regression,time_block_split,ok,0.84089139160127,0.6000607561106102,0.7081369941383424,0.6215817819936902,0.8681929183874827,0.6994410127772134,0.9658291953947282,1.8567465000087395,1.5679746001462528e-06,155796,33385,33386,9,42,0.62329310852396,-0.001711326530269841
MQTTEEB-D,binary,broker_side_safe,Random Forest,time_block_split,ok,0.8261247229377583,0.5967277457254154,0.7211019724897397,0.6156844082247602,0.8591324630516167,0.7189378778039033,0.9528788820859142,2.6920639000018127,3.484511471587571e-06,155796,33385,33386,9,42,0.6440473943272591,-0.028362986102498877
MQTTEEB-D,binary,broker_side_safe,Extra Trees,time_block_split,ok,0.817168873180375,0.5972181387181165,0.7354702817241716,0.6145446550461953,0.8537828668232282,0.7183946429806882,0.9525407897094185,1.421659899991937,4.57171269412325e-06,155796,33385,33386,9,42,0.6339084672633247,-0.01936381221712946
MQTTEEB-D,binary,broker_side_safe,HistGradientBoostingClassifier,time_block_split,ok,0.8396034265859942,0.6054989450387385,0.7272124072604003,0.6285026394974256,0.8682316693774784,0.850741521242053,0.9839642831256451,2.559488999992027,2.858883963260354e-06,155796,33385,33386,9,42,0.6548900604204315,-0.026387420923005944
MQTTEEB-D,multiclass,broker_side_safe,Logistic Regression,random_stratified,ok,0.505870724255676,0.5436298730965059,0.37635161166521064,0.3821119572341114,0.49889527160572733,,,25.492208600000595,2.1086173844871307e-06,155796,33385,33386,9,42,0.3821119572341114,0.0
MQTTEEB-D,multiclass,broker_side_safe,Random Forest,random_stratified,ok,0.5221649793326544,0.608979122682673,0.6128965451681362,0.5592293652321828,0.5374341849119338,,,2.942548999999417,4.593362487543602e-06,155796,33385,33386,9,42,0.5592293652321828,0.0
MQTTEEB-D,multiclass,broker_side_safe,Extra Trees,random_stratified,ok,0.5179116995147667,0.6028223987488978,0.6120022252191133,0.5570358357608384,0.5336467834653735,,,2.0691557000100147,4.449712454368216e-06,155796,33385,33386,9,42,0.5570358357608384,0.0
