dataset,policy,view_role,view,task,model,split_type,n_train,n_val,n_test,n_features,seed,status,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,roc_auc,pr_auc,training_time_seconds,inference_time_per_sample_seconds
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Extra Trees,random_stratified,181565.0,38907.0,38907.0,42,42,ok,0.9992032282108618,0.9990417593185844,0.9989541517071427,0.9989979441978003,0.999203193239139,0.9997274380140299,0.9994665965835788,1.6455560000031255,2.939663813535736e-06
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,HistGradientBoostingClassifier,random_stratified,181565.0,38907.0,38907.0,42,42,ok,0.9991261212635258,0.9988428575900221,0.9989595747682115,0.9989011960770071,0.9991261723741742,0.9999959991632801,0.999989450156995,5.680029600000125,1.9775464569886807e-06
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Isolation Forest,random_stratified,181565.0,38907.0,38907.0,42,42,ok,0.9046958130927597,0.8708733806936899,0.934387939271685,0.8907540769773805,0.9084152143098131,0.961927843381199,0.8495094240253964,1.0125404999998864,6.574718174133951e-05
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Logistic Regression,time_block_split,181565.0,38906.0,38908.0,42,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Random Forest,time_block_split,181565.0,38906.0,38908.0,42,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Extra Trees,time_block_split,181565.0,38906.0,38908.0,42,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,HistGradientBoostingClassifier,time_block_split,181565.0,38906.0,38908.0,42,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,Isolation Forest,time_block_split,181565.0,38906.0,38908.0,42,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,binary,MLP,all,,,,42,42,skipped_optional_too_slow_or_unstable,,,,,,,,,
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,multiclass,Logistic Regression,random_stratified,181565.0,38907.0,38907.0,42,42,ok,0.994396895160254,0.9905464725652877,0.9930236929746495,0.9916457632282298,0.9944259553033167,,,20.002848700009054,1.4888117820058289e-06
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,multiclass,Random Forest,random_stratified,181565.0,38907.0,38907.0,42,42,ok,0.9995630606317629,0.9992867320335949,0.9990338644704311,0.9991602034119789,0.9995629219397265,,,3.526736500003608,2.589713933238142e-06
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,multiclass,Extra Trees,random_stratified,181565.0,38907.0,38907.0,42,42,ok,0.9994859536844269,0.99901263079382,0.99901263079382,0.99901263079382,0.9994859536844269,,,1.345267700002296,2.3347700926829423e-06
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,multiclass,HistGradientBoostingClassifier,random_stratified,181565.0,38907.0,38907.0,42,42,ok,0.9991004189477471,0.9976533528073913,0.9989064624107644,0.9982775655227358,0.9991018402624987,,,9.28898910000862,3.2688308016271125e-06
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,multiclass,Logistic Regression,time_block_split,181565.0,38906.0,38908.0,42,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,multiclass,Random Forest,time_block_split,181565.0,38906.0,38908.0,42,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,multiclass,Extra Trees,time_block_split,181565.0,38906.0,38908.0,42,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,multiclass,HistGradientBoostingClassifier,time_block_split,181565.0,38906.0,38908.0,42,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,audited_metadata_main,strict,strict_audited_metadata_main,multiclass,MLP,all,,,,42,42,skipped_optional_too_slow_or_unstable,,,,,,,,,
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Logistic Regression,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.8594320972862877,0.6049460558795695,0.6626523713947996,0.62329310852396,0.8744850309701117,0.6481849962212703,0.9521342400171631,2.1644507000019075,1.922719103951248e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Random Forest,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.8318157311447912,0.6191620194763705,0.7571817837579022,0.6440211241696538,0.8617789186736298,0.7972059598249736,0.9685537703982772,2.763852699994459,3.4860001199624122e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Extra Trees,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.8206433834541424,0.6123829337945986,0.753720631389569,0.63385013090271,0.8541073092655875,0.7967893958733824,0.9686112095407158,1.954184100002749,3.5631731861640694e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,HistGradientBoostingClassifier,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.8428083627867968,0.6269591647414142,0.7614132127734887,0.6548900604204315,0.8693683371673652,0.8153046524200859,0.9749894952773849,2.8784854999976233,2.660345654049489e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Isolation Forest,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.49478823458934884,0.5200867404212466,0.5688537792629325,0.40352811253943976,0.6000249432155516,0.6541712048952424,0.9505378390302012,0.18838189999223687,4.2017752950425006e-05
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Logistic Regression,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.84089139160127,0.6000607561106102,0.7081369941383424,0.6215817819936902,0.8681929183874827,0.6994410127772134,0.9658291953947282,1.7210209000040777,1.677325824919583e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Random Forest,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.8258251961900198,0.5965993138451847,0.7211325290288129,0.6154743646820029,0.8589371583684373,0.7122276886863265,0.9522672449505521,2.3457252999942284,3.1621368240607407e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Extra Trees,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.8171988258551489,0.5972354957058247,0.735486419606236,0.614572509123007,0.8538033155924007,0.7183977523603785,0.9525410854947923,1.262613999992027,3.718846223010319e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,HistGradientBoostingClassifier,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.8396034265859942,0.6054989450387385,0.7272124072604003,0.6285026394974256,0.8682316693774784,0.850741521242053,0.9839642831256451,2.6969050000043353,2.4472563349097228e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Isolation Forest,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.472713113281016,0.5033970806032351,0.5126491781990068,0.37686122542039413,0.5860751367581499,0.6078094065491649,0.9549108241192765,0.20827439999266062,3.8172051159156785e-05
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,MLP,all,,,,9,42,skipped_optional_too_slow_or_unstable,,,,,,,,,
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,Logistic Regression,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.505870724255676,0.5436298730965059,0.37635161166521064,0.3821119572341114,0.49889527160572733,,,25.30925570000545,1.7254777449728637e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,Random Forest,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.5223147427065237,0.6100720993854495,0.613028084829534,0.5595081573001749,0.5375830476955593,,,2.329793700002483,3.3231653989646005e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,Extra Trees,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.5179116995147667,0.6028223987488978,0.6120022252191133,0.5570358357608384,0.5336467834653735,,,1.8099360000051092,4.755379500395818e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,HistGradientBoostingClassifier,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.5188402324327562,0.5905139184162775,0.6103444108693044,0.552398825368217,0.53242825250581,,,25.7611087999976,1.8333666806668362e-05
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,Logistic Regression,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.5573593721919368,0.5540889062937223,0.4056100025759853,0.4053622375823756,0.556651412631092,,,14.024852700007614,1.5167914694257695e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,Random Forest,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.5292338105792848,0.53890775749535,0.5849403115545008,0.5068498337977203,0.5539876843928374,,,2.122749100002693,3.5065776073064326e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,Extra Trees,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.5269274546216978,0.5507971824225654,0.5914939418757682,0.5153641321281994,0.5548381516967545,,,1.3532395000074757,3.3698077040469158e-06
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,HistGradientBoostingClassifier,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.5363325945006889,0.586074530725171,0.6099507609067855,0.5306299540707088,0.5633329730467279,,,20.737523400006467,1.0906754328439496e-05
MQTTEEB-D,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,MLP,all,,,,9,42,skipped_optional_too_slow_or_unstable,,,,,,,,,
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,Logistic Regression,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.8594320972862877,0.6049460558795695,0.6626523713947996,0.62329310852396,0.8744850309701117,0.6481849962212703,0.9521342400171631,1.991726699998253,1.5516084586884136e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,Random Forest,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.8318157311447912,0.6191620194763705,0.7571817837579022,0.6440211241696538,0.8617789186736298,0.7972059598249736,0.9685537703982772,2.285588300001109,3.0203168993015845e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,Extra Trees,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.8206433834541424,0.6123829337945986,0.753720631389569,0.63385013090271,0.8541073092655875,0.7967893958733824,0.9686112095407158,1.877695200004382,3.5202450131393415e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,HistGradientBoostingClassifier,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.8428083627867968,0.6269591647414142,0.7614132127734887,0.6548900604204315,0.8693683371673652,0.8153046524200859,0.9749894952773849,2.6955115999880945,2.98184568378705e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,Isolation Forest,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.49478823458934884,0.5200867404212466,0.5688537792629325,0.40352811253943976,0.6000249432155516,0.6541712048952424,0.9505378390302012,0.18037590000312775,4.474004972182561e-05
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,Logistic Regression,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.84089139160127,0.6000607561106102,0.7081369941383424,0.6215817819936902,0.8681929183874827,0.6994410127772134,0.9658291953947282,1.8683906999940518,1.4336338585653754e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,Random Forest,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.8258251961900198,0.5965993138451847,0.7211325290288129,0.6154743646820029,0.8589371583684373,0.7122276886863265,0.9522672449505521,2.3795825999986846,3.160138980260298e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,Extra Trees,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.8171988258551489,0.5972354957058247,0.735486419606236,0.614572509123007,0.8538033155924007,0.7183977523603785,0.9525410854947923,1.4136759999964852,3.113074342734772e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,HistGradientBoostingClassifier,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.8396034265859942,0.6054989450387385,0.7272124072604003,0.6285026394974256,0.8682316693774784,0.850741521242053,0.9839642831256451,3.1580015999934403,3.065368717446981e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,Isolation Forest,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.472713113281016,0.5033970806032351,0.5126491781990068,0.37686122542039413,0.5860751367581499,0.6078094065491649,0.9549108241192765,0.20487909999792464,4.4926193613985504e-05
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,MLP,all,,,,9,42,skipped_optional_too_slow_or_unstable,,,,,,,,,
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,multiclass,Logistic Regression,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.505870724255676,0.5436298730965059,0.37635161166521064,0.3821119572341114,0.49889527160572733,,,24.26338340000075,1.7726711795447681e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,multiclass,Random Forest,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.5223147427065237,0.6100720993854495,0.613028084829534,0.5595081573001749,0.5375830476955593,,,2.72926500000176,4.029973641819631e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,multiclass,Extra Trees,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.5179116995147667,0.6028223987488978,0.6120022252191133,0.5570358357608384,0.5336467834653735,,,2.108368600005633,3.9708350806884e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,multiclass,HistGradientBoostingClassifier,random_stratified,155796.0,33385.0,33386.0,9,42,ok,0.5188402324327562,0.5905139184162775,0.6103444108693044,0.552398825368217,0.53242825250581,,,24.010020400004578,1.306388606005329e-05
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,multiclass,Logistic Regression,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.5573593721919368,0.5540889062937223,0.4056100025759853,0.4053622375823756,0.556651412631092,,,13.42848000000231,1.4815970766383184e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,multiclass,Random Forest,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.5292338105792848,0.53890775749535,0.5849403115545008,0.5068498337977203,0.5539876843928374,,,2.2596071000007214,3.6921494038164817e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,multiclass,Extra Trees,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.5269274546216978,0.5507971824225654,0.5914939418757682,0.5153641321281994,0.5548381516967545,,,1.4032535000005737,3.763733301061787e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,multiclass,HistGradientBoostingClassifier,time_block_split,155796.0,33385.0,33386.0,9,42,ok,0.5363325945006889,0.586074530725171,0.6099507609067855,0.5306299540707088,0.5633329730467279,,,21.461382500012405,9.963844125969732e-06
MQTTEEB-D,conservative_anti_leakage,broker,broker_conservative_anti_leakage,multiclass,MLP,all,,,,9,42,skipped_optional_too_slow_or_unstable,,,,,,,,,
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,binary,Logistic Regression,random_stratified,155796.0,33385.0,33386.0,2,42,ok,0.8804588749775355,0.5913493611311599,0.5928372555677497,0.5920832944849691,0.880941709656854,0.5343556742573108,0.9369712596617579,0.19934950000606477,3.128257353247479e-07
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,binary,Random Forest,random_stratified,155796.0,33385.0,33386.0,2,42,ok,0.8247169472233871,0.6148379221305997,0.7552376046607361,0.6375939572249777,0.856915517574093,0.7963314804620123,0.9690190386413456,1.8133734000002733,1.9803809978687773e-06
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,binary,Extra Trees,random_stratified,155796.0,33385.0,33386.0,2,42,ok,0.8150422332714311,0.6093009100759857,0.7520687087806377,0.6289666973617776,0.8502614534717315,0.7968478521092539,0.9692650436862772,0.5692204000079073,2.0245162645967847e-06
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,binary,HistGradientBoostingClassifier,random_stratified,155796.0,33385.0,33386.0,2,42,ok,0.8325046426645899,0.6198667278834532,0.7582500081974531,0.6449887037675468,0.8622889498072376,0.809401492341406,0.9743084063092854,1.1960053000075277,1.0136075003287917e-06
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,binary,Isolation Forest,random_stratified,155796.0,33385.0,33386.0,2,42,ok,0.4315880908165099,0.5156517388923232,0.5517301268057113,0.36582570167703676,0.5378196425033512,0.5150378142093665,0.9343605241551681,0.1889593999949284,3.3559698675915796e-05
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,binary,Logistic Regression,time_block_split,155796.0,33385.0,33386.0,2,42,ok,0.8680285149463847,0.5829024793046154,0.6187289503221727,0.5953670303388803,0.8797086062741674,0.5452754023258616,0.946482477387018,0.17200909998791758,3.0504702573319887e-07
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,binary,Random Forest,time_block_split,155796.0,33385.0,33386.0,2,42,ok,0.8247169472233871,0.5954233363809661,0.7189999445146976,0.6138206209830943,0.8581225423493218,0.7337710292284512,0.9643894812362936,1.6583803999965312,2.905637093647339e-06
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,binary,Extra Trees,time_block_split,155796.0,33385.0,33386.0,2,42,ok,0.8149224225723357,0.5899795831589747,0.7148744692379532,0.6052053436989804,0.8515257363427355,0.7332711175334912,0.9649481996869004,0.4943176999950083,1.8529054093164762e-06
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,binary,HistGradientBoostingClassifier,time_block_split,155796.0,33385.0,33386.0,2,42,ok,0.8359192475888096,0.6026887047669458,0.724651641687334,0.6245533525924452,0.8657045413747244,0.7602537772281093,0.9728997054415806,1.510367299997597,1.5731923561583675e-06
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,binary,Isolation Forest,time_block_split,155796.0,33385.0,33386.0,2,42,ok,0.4115197987180255,0.5189710670254556,0.566626203093211,0.35165348678857755,0.5203059456297427,0.5488168111843219,0.9452865487379205,0.18347660001018085,2.6286075001772946e-05
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,binary,MLP,all,,,,2,42,skipped_optional_too_slow_or_unstable,,,,,,,,,
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,multiclass,Logistic Regression,random_stratified,155796.0,33385.0,33386.0,2,42,ok,0.45345354340142574,0.3476343116365255,0.33297595207599623,0.2785511289196526,0.41571706179444035,,,1.6831438000081107,3.581621038678589e-07
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,multiclass,Random Forest,random_stratified,155796.0,33385.0,33386.0,2,42,ok,0.48355598154915236,0.5839780750817777,0.586642399352678,0.53269644652256,0.5015713456571984,,,1.7484246999956667,2.3681962502122925e-06
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,multiclass,Extra Trees,random_stratified,155796.0,33385.0,33386.0,2,42,ok,0.4798718025519679,0.5831521032084955,0.586435346118289,0.5306646855872291,0.4977747168019225,,,0.551906599997892,2.6896124122577464e-06
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,multiclass,HistGradientBoostingClassifier,random_stratified,155796.0,33385.0,33386.0,2,42,ok,0.4604325166237345,0.5618391369609879,0.5815998412910285,0.5115905007013332,0.4800265359647495,,,12.010818399998243,1.132886838787746e-05
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,multiclass,Logistic Regression,time_block_split,155796.0,33385.0,33386.0,2,42,ok,0.5175822200922542,0.34662894971483627,0.3472773189771823,0.2935102074371861,0.4959118169660715,,,2.9261571999959415,5.096836997618864e-07
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,multiclass,Random Forest,time_block_split,155796.0,33385.0,33386.0,2,42,ok,0.49418918109387167,0.5308572649667875,0.5609867249806344,0.4847990532106941,0.5278400619763782,,,2.001894100001664,3.3848289701918483e-06
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,multiclass,Extra Trees,time_block_split,155796.0,33385.0,33386.0,2,42,ok,0.4898759959264362,0.5310981751412088,0.5609014773622809,0.48323488366031114,0.5236819761081221,,,0.7230723999964539,3.635119510918626e-06
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,multiclass,HistGradientBoostingClassifier,time_block_split,155796.0,33385.0,33386.0,2,42,ok,0.47864374288623973,0.4856833847268627,0.5593336825278313,0.45827558561269904,0.5042375378534656,,,10.76467240000784,7.355628107396831e-06
MQTTEEB-D,conservative_anti_leakage,strict,strict_conservative_anti_leakage,multiclass,MLP,all,,,,2,42,skipped_optional_too_slow_or_unstable,,,,,,,,,
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Logistic Regression,random_stratified,181565.0,38907.0,38907.0,14,42,ok,0.943403500655409,0.9638530483600907,0.8966197183098592,0.9235987069565805,0.9412019682345487,0.9036335140521913,0.8913191448397793,1.791921199997887,6.070604261145077e-07
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Random Forest,random_stratified,181565.0,38907.0,38907.0,14,42,ok,0.9714704294856966,0.96277233385586,0.965732035985599,0.9642378061837931,0.9715158994841655,0.9947641907169623,0.9867590318837309,2.699187799997162,2.050900865994842e-06
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Extra Trees,random_stratified,181565.0,38907.0,38907.0,14,42,ok,0.9705708484334439,0.9628798619568562,0.9631234738294936,0.9630015710654568,0.9705747195265403,0.9917480183978676,0.9867464274665524,1.105695400008699,2.3258462487653047e-06
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,HistGradientBoostingClassifier,random_stratified,181565.0,38907.0,38907.0,14,42,ok,0.9742976842213483,0.9587655856119848,0.9795554286187094,0.9684115053327245,0.9745822675650554,0.9981151257380904,0.9950448251256042,3.1511597000062466,1.4768036598986507e-06
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Isolation Forest,random_stratified,181565.0,38907.0,38907.0,14,42,ok,0.797902691032462,0.7458923937326581,0.739931842888737,0.742773100051613,0.796663101628329,0.8431709355827074,0.5375323200901468,0.4948062000039499,5.034269154664061e-05
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Logistic Regression,time_block_split,181565.0,38906.0,38908.0,14,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Random Forest,time_block_split,181565.0,38906.0,38908.0,14,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Extra Trees,time_block_split,181565.0,38906.0,38908.0,14,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,HistGradientBoostingClassifier,time_block_split,181565.0,38906.0,38908.0,14,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,Isolation Forest,time_block_split,181565.0,38906.0,38908.0,14,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,binary,MLP,all,,,,14,42,skipped_optional_too_slow_or_unstable,,,,,,,,,
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,Logistic Regression,random_stratified,181565.0,38907.0,38907.0,14,42,ok,0.473179633484977,0.7947596678960535,0.8122472392850965,0.7126436453877909,0.5477633307862514,,,19.912547900006757,5.138175651955977e-07
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,Random Forest,random_stratified,181565.0,38907.0,38907.0,14,42,ok,0.9705708484334439,0.9426658354465589,0.9453761885109332,0.9440054623691732,0.9707093052136088,,,2.600607800006401,2.6553627883948035e-06
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,Extra Trees,random_stratified,181565.0,38907.0,38907.0,14,42,ok,0.9697740766443057,0.942447133722626,0.9407585547696673,0.9415967179020239,0.9696839677643072,,,1.0868842000054428,2.3943043671086667e-06
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,HistGradientBoostingClassifier,random_stratified,181565.0,38907.0,38907.0,14,42,ok,0.9667412033824248,0.9258848420341359,0.9871196374951436,0.948857553567494,0.9699791449873789,,,8.907030199989094,7.266139769069358e-06
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,Logistic Regression,time_block_split,181565.0,38906.0,38908.0,14,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,Random Forest,time_block_split,181565.0,38906.0,38908.0,14,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,Extra Trees,time_block_split,181565.0,38906.0,38908.0,14,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,HistGradientBoostingClassifier,time_block_split,181565.0,38906.0,38908.0,14,42,invalid_split_test_single_class,,,,,,,,,
MQTT-IoT-IDS2020,conservative_anti_leakage,full,full_conservative_anti_leakage,multiclass,MLP,all,,,,14,42,skipped_optional_too_slow_or_unstable,,,,,,,,,
MQTT-IoT-IDS2020,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,Logistic Regression,random_stratified,181565.0,38907.0,38907.0,14,42,ok,0.943403500655409,0.9638530483600907,0.8966197183098592,0.9235987069565805,0.9412019682345487,0.9036335140521913,0.8913191448397793,1.1373062000056962,3.0296347698013265e-07
MQTT-IoT-IDS2020,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,Random Forest,random_stratified,181565.0,38907.0,38907.0,14,42,ok,0.9714704294856966,0.96277233385586,0.965732035985599,0.9642378061837931,0.9715158994841655,0.9947641907169623,0.9867590318837309,2.5385307000105968,1.7606009203026183e-06
MQTT-IoT-IDS2020,conservative_anti_leakage,broker,broker_conservative_anti_leakage,binary,Extra Trees,random_stratified,181565.0,38907.0,38907.0,14,42,ok,0.9705708484334439,0.9628798619568562,0.9631234738294936,0.9630015710654568,0.9705747195265403,0.9917480183978676,0.9867464274665524,1.0378826999949524,2.2188038141530948e-06
